NAME,PER,RA,DEC,STAR,MSTAR,TEFF,DIST
Kepler-284 b,12.699149,19.54309999995762,47.72965000046624,Kepler-284,,5615,
Kepler-326 b,2.248329,19.62170000023312,46.00225000010597,Kepler-326,,5105,
Kepler-1391 b,54.4092333,19.6554027779897,46.65958333333333,Kepler-1391,1.03,5840,721
Kepler-1516 b,7.25931979,19.43297222243415,44.52350000010596,Kepler-1516,1.04,5904,872
Kepler-969 b,34.1731714,19.22483333322737,47.93355555555886,Kepler-969,0.92,5214,411
HD 107148 b,48.056,12.32042222234938,-3.319672222137451,HD 107148,1.137,5797.24,51.2033
HD 1666 b,270,0.3478722222646077,-19.93108055538601,HD 1666,1.5,6317,110.6
Kepler-200 c,10.222157,18.96066111140781,41.23746111101575,Kepler-200,,5678,
Kepler-95 b,11.5231,18.96549722247654,44.39802777820163,Kepler-95,1.08,5699,
Kepler-1444 b,33.42035034,19.02204166677263,42.04044444455041,Kepler-1444,1.03,5810,340
Kepler-280 c,4.807091,19.42603055530124,42.18058888859219,Kepler-280,,5744,
KIC 11442793 e,91.93913,18.96223277727763,49.30513888888888,KIC 11442793,1.2,6080,780
Kepler-829 b,6.88337562,18.82218611134423,42.46383333312141,Kepler-829,0.98,5698,954
Kepler-249 d,15.368459,19.79900000042386,43.65851944446563,Kepler-249,,3568,
Kepler-812 b,10.11716531,19.2570194445716,48.20852777798971,Kepler-812,1.45,6761,1482
HD 95872 b,4375,11.05779749976264,-22.09400277773539,HD 95872,0.95,5312,7.56
Kepler-1242 b,13.62798432,18.97374722215864,41.19638888888888,Kepler-1242,0.77,4895,682
51 Peg b,4.230785,22.95773611121707,20.76868333339691,51 Peg,1.054,5786.68,15.6079
WASP-60 b,4.3050011,23.77777333365546,31.15594444433848,WASP-60,1.078,5900,400
Kepler-904 b,3.02166863,19.25486111111111,40.38905555566152,Kepler-904,1.16,6160,1151
Kepler-1113 b,42.3004954,19.2937805557251,39.33883333312141,Kepler-1113,1.12,5931,1127
Kepler-99 b,4.60358,19.8236002779007,41.30002777777819,Kepler-99,0.79,4782,
Kepler-1394 b,3.93766373,18.89688055568271,45.08413888891538,Kepler-1394,1.64,6481,820
Kepler-752 b,18.82747265,19.48454166664018,37.9556666665607,Kepler-752,0.87,5373,1075
Kepler-125 c,5.774464,19.8838805555635,47.60493888907963,Kepler-125,,3810,
HD 5319 c,886,0.9170555555489328,0.7896777778201634,HD 5319,1.51,4958,114
Kepler-996 b,3.77059058,19.46085277769301,41.53361111111111,Kepler-996,1.09,6014,1098
Kepler-588 b,4.22162536,18.95048055556085,47.68894444465637,Kepler-588,1.01,5835,972
Kepler-1454 b,47.0319479,18.94822222179837,48.83177777820163,Kepler-1454,0.9,5448,795
Kepler-319 c,6.941357,19.25413055552377,39.7706611111429,Kepler-319,,5526,
Kepler-1143 c,210.630591,19.15352222230699,39.28969444433848,Kepler-1143,0.81,5053,632
Kepler-153 b,18.870227,18.83070000012716,48.25711944421133,Kepler-153,,5404,
Kepler-1642 c,6.6513802,19.81414444393582,43.64372222264608,Kepler-1642,0.88,5355,447
Kepler-1336 b,23.198681,19.75184722224871,46.89986111111111,Kepler-1336,0.94,5512,822
55 Cnc f,261.2,8.876702778074478,28.33138888888889,55 Cnc,0.905,5196,12.3411
Kepler-539 b,125.63243,19.94149722205268,41.86675000000331,Kepler-539,1.05,5820,313
Kepler-929 b,0.92103214,19.89874166700575,41.61533333354527,Kepler-929,1.01,5869,820
Kepler-238 d,13.233549,19.19313888867696,40.63781944433848,Kepler-238,,5751,
HAT-P-54 b,3.799847,6.659866666793824,25.4825,HAT-P-54,0.645,4390,135.8
HIP 67851 b,88.8,13.89785277790493,-35.31419166670905,HIP 67851,1.63,4890,65.9631
Kepler-845 b,0.92785982,19.39717222213745,49.20380555550258,Kepler-845,0.79,4913,471
Kepler-1245 c,2.93658468,19.38295555538602,43.26077777756585,Kepler-1245,0.86,5306,861
Kepler-153 c,46.90232,18.83070000012716,48.25711944421133,Kepler-153,,5404,
HD 212301 b,2.245715,22.45853055530124,-77.71770000000795,HD 212301,1.05,5997.91,54.9451
Kepler-574 b,7.65880414,19.34980277803209,52.14913888931274,Kepler-574,0.95,5612,747
Kepler-865 b,14.16399294,19.84828611161974,43.52744444423251,Kepler-865,0.93,5570,664
Kepler-295 c,21.526258,19.02306111123827,45.36778055561913,Kepler-295,,5603,
GJ 504 b,,13.27964166641235,9.423691666920979,GJ 504,1.22,6234,17.67
HAT-P-15 b,10.863502,4.416537222332425,39.46063888867696,HAT-P-15,1.013,5568,190.114
Kepler-24 e,18.998355,19.36088055504693,38.34375,Kepler-24,,5897,
HD 209458 b,3.52474859,22.05298611111111,18.88436388889949,HD 209458,1.131,6065,49.6278
Kepler-729 b,3.16635371,19.09067500008477,45.41430555555555,Kepler-729,0.94,5633,1271
HD 102272 b,127.58,11.77320555580987,14.12396944469876,HD 102272,1.1,4807,243.902
K2-3 d,44.5631,11.4889966668023,-1.454786110983954,K2-3,0.601,3896,45
HD 181433 b,9.3743,19.4194166665607,-66.46937222215864,HD 181433,0.78,4962,26.7594
Kepler-898 b,5.8706191,19.10569166660309,46.87091666671965,Kepler-898,0.65,4223,479
HD 187123 b,3.0965828,19.78278055508931,34.41982499996821,HD 187123,1.037,5814.99,48.2626
Kepler-1481 b,5.94220998,19.2959305551317,49.73122222264608,Kepler-1481,0.8,4908,493
HD 108147 b,10.8985,12.42958611064487,-64.02193888876174,HD 108147,1.171,6156.24,38.0807
Kepler-82 c,51.538,19.52489166683621,42.96613888846504,Kepler-82,0.85,5512,
Kepler-1143 b,2.88890485,19.15352222230699,39.28969444433848,Kepler-1143,0.81,5053,632
Kepler-1617 b,27.4785572,19.19581388897366,46.41849999997351,Kepler-1617,1.15,6167,813
WASP-61 b,3.8559,5.019976666768392,-26.05413888878293,WASP-61,1.22,6250,480.001
Kepler-58 b,10.2184954,19.75724361101786,39.11516666624281,Kepler-58,0.95,5843,
eta Cet b,407.5,1.143127777311537,-10.18192777739631,eta Cet,1.7,4528,37.99
Kepler-606 b,24.31575992,19.49515833324856,44.38127777735392,Kepler-606,1.13,6161,1208
Kepler-686 b,1.59474546,19.01425277815925,39.02747222264608,Kepler-686,0.94,5649,1203
Kepler-487 b,15.3587684,19.68581388897366,41.22197222232819,Kepler-487,0.91,5444,835
Kepler-957 b,5.90741354,19.34375555568271,48.81899999989404,Kepler-957,0.81,4963,749
Kepler-1099 b,2.16845259,19.24999722268846,48.27716666645474,Kepler-1099,1.01,5837,1209
Kepler-379 b,20.09838,19.71341111077203,38.9458305560218,Kepler-379,,6054,
Kepler-376 b,4.920199,19.4404805554284,38.41038888931274,Kepler-376,,5900,
Kepler-166 d,1.55400393,19.54401111072964,48.88119444423252,Kepler-166,0,5413,0
HD 215497 c,567.94,22.77689166704814,-56.59938611136543,HD 215497,0.872,5113,43.592
Kepler-1345 b,44.6169557,19.49853055530124,46.02283333354526,Kepler-1345,1.32,6449,1164
Kepler-1325 b,33.8786838,19.00114722225401,42.08538888891538,Kepler-1325,0.93,5550,955
Kepler-1624 b,3.29030452,19.50532500002119,37.37641666624281,Kepler-1624,0.5,3636,199
Kepler-1086 c,161.5163345,19.68341111111144,45.84297222243415,Kepler-1086,0.7,4350,464
Kepler-662 b,21.67697486,19.36434166696337,47.92916666666667,Kepler-662,0.79,4897,641
Kepler-225 b,6.738975,19.47960000038147,47.45708888901605,Kepler-225,,3682,
CoRoT-17 b,3.7681,18.57994833310445,-6.612249999576145,CoRoT-17,1.04,5740,919.997
HD 20794 d,90.309,3.331450000339084,-43.07154999997881,HD 20794,0.7,5401,6.05987
xi Aql b,136.75,19.9041166665819,8.46164999961853,xi Aql,1.11,4714,56.2746
Kepler-444 d,6.189392,19.31679722222189,41.63613888899485,Kepler-444,0.758,5046,35.7
Kepler-1058 b,110.96546,19.63971944438087,45.87502777788374,Kepler-1058,0.73,4644,525
Kepler-892 b,13.7521072,18.87530833350288,43.88825000021193,Kepler-892,0.75,4747,640
Kepler-444 e,7.743493,19.31679722222189,41.63613888899485,Kepler-444,0.758,5046,35.7
HD 33564 b,388,5.376049999660915,79.23075555589465,HD 33564,1.25,6250,20.8855
Kepler-1243 b,16.8320729,19.60063055555026,42.88077777756585,Kepler-1243,0.96,5667,877
Kepler-635 b,23.44971004,19.31821666664547,40.80072222219573,Kepler-635,1.33,6174,826
Kepler-890 b,52.75875577,19.22905000050863,43.76349999957615,Kepler-890,1.09,5954,1387
HD 40979 b,264.15,6.074963889122009,44.26081388897366,HD 40979,1.154,6089.29,33.1126
Kepler-959 b,14.80074836,19.4780777782864,40.81138888888889,Kepler-959,1.6,7005,1003
GJ 581 c,12.9182,15.32431944423252,-7.722038888931275,GJ 581,0.31,3498,6.24532
Kepler-945 b,31.0033814,19.41798333326976,42.09605555534363,Kepler-945,0.97,5718,1543
Kepler-1303 b,7.56127224,18.95247777779897,42.35561111132304,Kepler-1303,1.01,5771,905
HD 10180 c,5.75962,1.631552777820163,-60.51154166645474,HD 10180,1.06,5911,39.0168
WASP-31 b,3.405909,11.29593249956767,-19.05477777798971,WASP-31,1.165,6302,400
Kepler-1496 b,64.6588017,19.59826111157735,45.35069444444444,Kepler-1496,1.18,6182,1293
bet UMi b,522.3,14.84511111153497,74.15547499974569,bet UMi,1.4,4126,40.14
HD 134987 c,5000,15.22470277786255,-25.30916388935513,HD 134987,1.054,5749.68,26.2055
Kepler-1118 b,38.6715075,19.99771111064487,44.16088888910082,Kepler-1118,0.96,5688,818
Kepler-1286 b,11.25402929,18.68389166666402,43.83577777783076,Kepler-1286,1,5753,1150
Kepler-102 d,10.3117,18.76549999978807,47.20777777777778,Kepler-102,0.8,4903,
Kepler-164 d,28.986769,19.18538888891538,47.62991111119588,Kepler-164,,5888,
HD 40307 b,4.3115,5.901194444497427,-60.02332499980926,HD 40307,0.74,4977,12.9955
WASP-101 b,3.585722,6.556738888952467,-23.48616666661368,WASP-101,1.34,6380,
Kepler-1395 b,3.78470649,19.48916944450802,47.66419444402059,Kepler-1395,1.17,6138,507
Kepler-199 c,67.093408,19.70396111117469,40.23626944435967,Kepler-199,,5644,
Kepler-344 b,21.963945,19.49998055564033,46.324411110878,Kepler-344,,5774,
Kepler-132 b,6.178196,18.88238888846503,41.34303888850742,Kepler-132,,6003,
iota Dra b,511.098,15.41549444410536,58.966022222307,iota Dra,1.14,4528,31.027
HD 108874 b,394.48124,12.50744444423252,22.88004444440206,HD 108874,0.95,5550.95,62.6174
Kepler-250 d,17.648312,19.30631944444444,44.14195000012715,Kepler-250,,5160,
Kepler-256 d,5.839172,19.50536111089918,46.09738888846503,Kepler-256,,5551,
Kepler-187 b,4.938864,19.98643055544959,44.08931111123827,Kepler-187,,6105,
HD 4732 b,360.2,0.820527777671814,-24.13652777777778,HD 4732,1.74,4959,57.9039
Kepler-991 b,82.5342519,19.80604444450803,49.62658333354526,Kepler-991,0.64,4392,370
Kepler-374 d,5.028219,19.60918888939752,42.37050000005299,Kepler-374,,5977,
Kepler-563 b,22.18432708,19.49641944461399,46.28977777798971,Kepler-563,0.8,5066,557
Kepler-1119 b,8.3265153,19.80127500004239,44.32752777735393,Kepler-1119,1.11,6083,1288
Kepler-383 c,31.200751,19.42283888869816,38.36313055568272,Kepler-383,,4710,
HD 23596 b,1561,3.800091666670309,40.53058333290948,HD 23596,1.159,5903.55,50.4286
Kepler-1630 b,509.997402,19.83388611111376,43.7109444448683,Kepler-1630,0.66,4736,278
Kepler-295 b,12.645164,19.02306111123827,45.36778055561913,Kepler-295,,5603,
Kepler-171 d,39.595519,19.78478888882531,41.75553888903724,Kepler-171,,5642,
HD 25171 b,1845,3.930344444910685,-65.18687222215864,HD 25171,1.09,6160,54.9753
HD 83443 b,2.985698,9.619947222338784,-43.27191111087799,HD 83443,0.991,5453.4,41.1692
Kepler-304 e,1.49914695,19.62945000012716,40.5575833331214,Kepler-304,0.8,4731,0
Kepler-287 b,20.342199,19.39516111161974,48.44354999966091,Kepler-287,,5806,
Kepler-1065 b,3.60930891,19.63408333334658,38.79049999978807,Kepler-1065,0.94,5635,1078
WASP-36 b,1.5373653,8.77202722231547,-8.026944444444446,WASP-36,1.02,5881,450
Kepler-1358 b,7.06317341,19.07803611119588,43.00891666624281,Kepler-1358,0.82,5181,558
Kepler-213 c,4.822962,19.38828055540721,44.6471805551317,Kepler-213,,5696,
Kepler-268 b,25.934138,19.46508055580987,38.05508055580987,Kepler-268,,6081,
Kepler-532 b,12.92491623,19.91072777748108,48.60636111100515,Kepler-532,0.87,5192,325
Kepler-430 b,35.968,19.52058000008265,49.57916666666667,Kepler-430,1.166,5884,
HD 43691 b,36.959999,6.326294444402059,41.09243611123827,HD 43691,1.38,6200,80.3859
Kepler-204 b,14.400974,19.02315000004238,41.76191944440206,Kepler-204,,5812,
Kepler-149 c,55.328328,19.05691111087799,38.38411944442325,Kepler-149,,5381,
Kepler-1371 b,3.4462039,19.25542500019073,47.55199999994701,Kepler-1371,0.87,5361,450
30 Ari B b,335.1,2.616011110941569,24.6480944442749,30 Ari B,1.16,6300,40.783
Kepler-1120 b,2.94902905,19.39429999987284,42.28658333328035,Kepler-1120,0.78,4904,635
Kepler-1597 b,2.94654179,19.2109305551317,42.48108333375719,Kepler-1597,1.25,6377,1255
HAT-P-6 b,3.852985,23.65161277784241,42.46597222222223,HAT-P-6,1.29,6570,261.097
Kepler-35 b,131.458,19.6331319448683,46.68975000010596,Kepler-35,0.8877,,
Kepler-1581 b,6.28385491,19.1580833334393,39.60358333322737,Kepler-1581,1.12,6022,443
Kepler-397 b,22.250949,19.72626944435967,42.3804499997033,Kepler-397,,5307,
Kepler-129 c,82.20017,19.02074999994702,47.84856111102634,Kepler-129,,5770,
Kepler-398 c,11.419412,19.43123888863458,40.34385000016955,Kepler-398,,4493,
Kepler-551 b,12.3764661,19.03233611106872,48.0543333334393,Kepler-551,0.65,4286,312
Kepler-850 b,7.19303878,19.53896388901605,48.57538888878293,Kepler-850,1.06,5932,1535
Kepler-211 b,4.138575,19.02928055551317,43.16848055561383,Kepler-211,,5123,
Kepler-242 b,8.20395,19.10438055568271,41.80839999993642,Kepler-242,,5020,
Kepler-138 b,10.312364,19.35876944435967,43.29298888842265,Kepler-138,0.521,3841,
Kepler-389 b,3.244107,19.46400000042386,44.90001944444452,Kepler-389,,5376,
PSR B1257+12 A,25.262,13.00099361108409,12.68233333375719,PSR B1257+12,,,
BD -08 2823 c,237.6,10.0133166662852,-9.516741666669647,BD -08 2823,0.74,4746,42.4989
Kepler-611 b,2.4370333,19.06699722223812,45.48038888931275,Kepler-611,1.01,5761,906
Kepler-951 b,71.52530845,19.18250277731154,38.11455555597941,Kepler-951,0.77,4834,408
4 UMa b,269.29999,8.670249999894036,64.3278722222646,4 UMa,1.234,4415,78.4929
Qatar-1 b,1.420033,20.22544861104753,65.16207777765062,Qatar-1,0.85,4861,175
Kepler-794 b,11.13125132,19.20891388893127,38.99688888867696,Kepler-794,1.19,5839,763
HD 10697 b,1075.2,1.748847221798367,20.0834055555529,HD 10697,1.112,5680.44,32.5733
Kepler-597 b,13.02365861,19.56467500050863,39.25280555566152,Kepler-597,0.97,5683,660
Kepler-1433 b,4.13592271,19.15755277792612,49.45688888867696,Kepler-1433,1.14,6097,1328
Kepler-194 b,2.092281,19.46476111094157,47.86416944397821,Kepler-194,,6089,
Kepler-1121 b,13.15141081,19.85244166665607,47.88613888899485,Kepler-1121,1.29,6231,529
HD 33844 c,916,5.210022222730848,-14.95118611110581,HD 33844,1.78,4861,100.9
Kepler-221 d,10.04156,19.77698055585225,46.83526944438616,Kepler-221,,5243,
Kepler-338 d,44.431014,18.86526111072964,40.78435000002384,Kepler-338,,5923,
Kepler-1575 b,2.55314213,19.58288333363003,45.76158333354526,Kepler-1575,0.95,5667,1170
Kepler-535 b,4.90332155,19.77110833326975,49.69625,Kepler-535,1.18,6123,678
Kepler-32 e,2.896,19.85616027779049,46.57424999978807,Kepler-32,0.54,3793,303
HD 113337 b,324,13.02976388931275,63.61016388893128,HD 113337,1.4,6576.58,36.8868
Kepler-146 b,31.158799,19.60738055547079,38.71023055606418,Kepler-146,,5948,
Kepler-11 f,46.6888,19.80767277770572,41.90911111089918,Kepler-11,0.961,5663,
BD +20 2457 b,379.63,10.27912861082289,19.89136111100515,BD +20 2457,1.06,4259,200
Kepler-1152 b,1.64680191,19.36226944393582,44.10763888888889,Kepler-1152,0.55,3964,184
Kepler-176 c,12.759712,19.64453055593702,43.85326111104754,Kepler-176,,5232,
mu Ara d,9.6386,17.73575555562973,-51.83358888889353,mu Ara,1.147,5784.28,15.5111
HD 3651 b,62.218,0.6561361111534967,21.25137499994702,HD 3651,0.882,5220.58,11.0595
KIC 11442793 d,56.73667,18.96223277727763,49.30513888888888,KIC 11442793,1.2,6080,780
Kepler-714 b,8.09888799,18.84663611094157,43.27274999989403,Kepler-714,1.09,5995,1460
Kepler-1236 b,31.0571618,19.70831388897366,42.54588888910082,Kepler-1236,0.86,5337,1078
Kepler-442 b,112.3053,19.02443888876173,39.2800833331214,Kepler-442,0.609,4402,342
Kepler-1193 b,2.83265213,19.20965000046624,51.27563888867696,Kepler-1193,1.08,5908,695
Kepler-1262 b,8.67900242,19.25145555549198,42.21322222179837,Kepler-1262,0.99,5771,1153
HD 99706 b,868,11.47505000008477,43.96679166666335,HD 99706,1.72,4932,129
Kepler-251 b,4.790936,19.77108055565092,44.10586111121707,Kepler-251,,5526,
HD 169830 b,225.62,18.46374444431729,-29.8169027777844,HD 169830,1.407,6221.43,36.6032
Kepler-292 c,3.715335,19.71773888885975,42.42428055551317,Kepler-292,,5299,
Kepler-1367 b,1.57409027,19.22776944478353,47.87872222264608,Kepler-1367,0.62,4106,357
Kepler-491 b,4.22538451,19.14203888893127,42.35016666667329,Kepler-491,1.04,5582,657
HD 175541 b,297.3,18.92802499983046,4.265541666878594,HD 175541,1.34,5111,127.065
Kepler-324 b,4.385315,19.09809999995761,49.64901944478353,Kepler-324,,5194,
Kepler-250 c,7.156804,19.30631944444444,44.14195000012715,Kepler-250,,5160,
Kepler-462 b,84.6879808,19.98807777775659,43.81427777820163,Kepler-462,1.59,7070,733
Kepler-568 b,11.02347475,19.87371388912201,48.4011388888624,Kepler-568,0.55,3768,126
Kepler-1149 b,3.73089898,19.61261666615804,45.15158333328035,Kepler-1149,1.02,5833,1023
HD 202206 c,1383.4,21.24938611136542,-20.78891944461399,HD 202206,1.074,5787.84,45.3309
Kepler-309 b,5.923653,19.83398888885975,46.96126111136542,Kepler-309,,4713,
Kepler-1116 b,41.6977827,19.46224444495307,44.11549999978807,Kepler-1116,0.95,5641,1017
Kepler-1146 b,2.3522658,19.11444166713291,47.42563888867696,Kepler-1146,0.74,4692,694
Kepler-940 b,59.6225257,19.61608611106873,47.27597222222222,Kepler-940,0.97,5769,1317
Kepler-1103 b,19.79191978,19.15880555576748,49.45238888899485,Kepler-1103,1.11,6092,921
Kepler-1117 b,4.79028459,19.47231944455041,49.23747222211626,Kepler-1117,0.95,5612,619
Kepler-571 b,4.79859939,19.10339999993642,49.41875,Kepler-571,0.93,5527,756
Kepler-843 b,2.05387982,19.75480000019073,48.9714722220103,Kepler-843,1.02,5830,1247
Kepler-936 b,10.56134221,19.57184999995761,46.73633333338632,Kepler-936,0.92,5482,687
Kepler-1339 b,1.34155513,18.91638611157735,48.37338888910082,Kepler-1339,0.94,5586,267
Kepler-1005 b,6.49801525,19.0857333334287,43.32047222216924,Kepler-1005,1,5782,515
HD 145457 b,176.3,16.16775833335188,26.74265833324856,HD 145457,1.9,4757,125.313
Kepler-261 c,24.570858,19.42431944423252,37.6091694439782,Kepler-261,,5098,
Kepler-465 b,9.94067247,18.97038055552376,46.0638333331214,Kepler-465,1.23,6310,587
Kepler-336 c,9.600001,19.34918055534363,41.33138055589464,Kepler-336,,5867,
Kepler-1584 b,13.3997099,19.18417777776718,43.2744166665607,Kepler-1584,1.1,6069,1325
Kepler-1475 b,82.177374,19.72988611115349,44.75311111105813,Kepler-1475,1.18,6214,1714
HD 206610 b,610,21.72358333322737,-7.408258333206177,HD 206610,1.3,4821,193.798
M 67 SAND 364 b,121.71,8.832449999915228,11.6925,M 67 SAND 364,1.35,4284,843.335
Kepler-711 b,23.58914398,19.83066666709052,42.83991666687859,Kepler-711,0.84,5222,664
Kepler-365 b,10.664903,19.70843888865577,49.13043055534363,Kepler-365,,6012,
Kepler-1610 b,8.70181574,19.72700000021193,45.4054444445504,Kepler-1610,0.91,5383,1063
Kepler-838 b,15.74957994,19.02903333346049,45.97602777798971,Kepler-838,0.98,5770,1210
Kepler-802 b,40.0587473,19.0677249999841,45.00777777777778,Kepler-802,0.93,5507,828
Kepler-1412 b,3.6146051,19.47867499987284,49.20247222211626,Kepler-1412,1.06,5880,639
Kepler-864 b,5.83376092,19.00380555550257,46.3206666665607,Kepler-864,1,5754,1573
HD 12661 c,1707.8812,2.076211111280653,25.41473055521647,HD 12661,1.136,5742.75,34.9528
Kepler-12 b,4.4379637,19.08289638837179,50.04033333354526,Kepler-12,1.166,5947,600
Kepler-229 d,41.194912,19.1333000002967,48.37578888893128,Kepler-229,,5120,
Kepler-1411 b,86.1150888,19.09077222241296,42.96391666624282,Kepler-1411,0.95,5664,1431
Kepler-1545 b,163.692349,19.92658333354526,47.46308333290948,Kepler-1545,0.84,5201,688
KIC 11442793 c,8.719375,18.96223277727763,49.30513888888888,KIC 11442793,1.2,6080,780
HAT-P-36 b,1.327347,12.55108583331108,44.9153055551317,HAT-P-36,1.022,5560,317
WASP-35 b,3.161575,5.072118333180745,-6.229805555343628,WASP-35,1.07,5990,
HD 69830 d,197,8.306605555746291,-12.62976944393582,HD 69830,0.849,5360,12.4938
CoRoT-22 b,9.75598,18.71114138921102,6.218888888888889,CoRoT-22,1.099,5939,592
HD 28254 b,1116,4.414102777904935,-50.62184166643355,HD 28254,1.06,5664,54.6747
HD 81688 b,184.02,9.477775000466242,45.60179444445505,HD 81688,2.1,4753,85.8369
HD 210277 b,442.19,22.15828333324856,-7.547561111450195,HD 210277,0.986,5555.23,21.561
Kepler-1514 b,217.8317626,19.50849722226461,37.86013888888889,Kepler-1514,1.21,6251,379
Kepler-132 c,6.414914,18.88238888846503,41.34303888850742,Kepler-132,,6003,
WTS-1 b,3.352059,19.59954722192552,36.29032500002119,WTS-1,1.2,6250,3200
Kepler-322 b,1.653888,18.75658888869815,44.29523888905843,Kepler-322,,5388,
HR 8799 c,82145,23.12462499989403,21.13437222222487,HR 8799,1.516,7193,39.4
Kepler-717 b,4.40840023,19.53103611098395,43.34638888888889,Kepler-717,0.88,5485,1126
Kepler-51 b,45.1555023,19.7653183333079,49.93766666677263,Kepler-51,1,5803,
Kepler-252 b,6.668391,19.7052888891432,44.54596111085679,Kepler-252,,4208,
