NAME,PER,RA,DEC,STAR,MSTAR,TEFF,DIST
Kepler-60 d,11.9016171,19.26408277829488,42.265,Kepler-60,1.11,5915,
Kepler-741 b,7.03902374,19.29544722239176,46.61752777775128,Kepler-741,1.16,6129,1530
CoRoT-29 b,2.85057,18.59347222222222,6.479719444910685,CoRoT-29,0.97,5260,765
Kepler-868 b,5.03251791,18.82423333326976,46.67524999989404,Kepler-868,0.93,5614,1269
Kepler-14 b,6.790123,19.18058611128065,47.33299999978808,Kepler-14,1.512,6395,979.998
Kepler-234 c,7.21205,19.44356944402059,38.49466111077203,Kepler-234,,6224,
Kepler-1308 b,2.10433812,19.06192777739631,38.52097222222222,Kepler-1308,0.35,3468,73
Kepler-1302 b,8.83922659,19.39928333282471,50.30805555555555,Kepler-1302,0.86,5236,727
CoRoT-13 b,4.03519,6.848074999915228,-5.08641666677263,CoRoT-13,1.09,5945,1310.62
HD 98219 b,436.9,11.29656666649712,-23.97537500010596,HD 98219,1.62,5046,134
HD 12648 b,133.6,2.316597222222222,85.73594722217983,HD 12648,1.2,4835.8,158.983
HD 11964 b,1944.5898,1.952727777693007,-10.24183611128065,HD 11964,1.08,5372,32.8515
HAT-P-34 b,5.452654,20.21302361064487,18.10483333322737,HAT-P-34,1.392,6442,257.003
Kepler-654 b,13.72465129,19.8045611111323,46.83427777780427,Kepler-654,1.04,5865,661
Kepler-421 b,704.1984,18.88378805554575,45.08750000000001,Kepler-421,0.794,5308,320
Kepler-1241 b,18.5525701,19.63841666645474,38.45697222232819,Kepler-1241,0.84,5261,936
MOA-2010-BLG-477L b,,18.10206944439146,-31.45458333333333,MOA-2010-BLG-477L,0.67,,2300
Kepler-31 b,20.8613,19.60153416660097,45.85305555555556,Kepler-31,1.21,6340,
Kepler-85 c,12.513,19.39822777748108,45.29030555566152,Kepler-85,0.92,5497,
Kepler-1198 b,7.6847716,19.25559999995761,44.83825000021193,Kepler-1198,0.93,5517,777
Kepler-1139 b,0.81316672,19.19637500021193,39.23055555555555,Kepler-1139,0.94,5550,555
Kepler-219 d,47.903645,19.24926944414775,46.7625611114502,Kepler-219,,5786,
Kepler-1206 b,1.21699766,19.72922777811686,49.79113888899485,Kepler-1206,0.8,4877,807
mu Leo b,357.8,9.879433333079021,26.00708611117469,mu Leo,1.5,4538.2,38.05
Kepler-431 b,6.803,18.74080555544959,43.22777777777778,Kepler-431,1.071,6004,
Kepler-1531 b,1.13854338,19.00977222230699,39.37080555544959,Kepler-1531,1.16,6260,670
Kepler-248 c,16.239494,19.53743055555556,43.58136111153497,Kepler-248,,5190,
Kepler-481 b,10.06082567,19.46046944406297,49.26205555597941,Kepler-481,1.01,5802,713
HD 139357 b,1125.7,15.58783888869815,53.92213888910081,HD 139357,1.35,4700,118.064
HD 1461 b,5.7727,0.3115611108144124,-8.052649999989404,HD 1461,1.026,5765,23.245
Kepler-1275 b,3.65691115,19.56669999999925,44.93244444423252,Kepler-1275,1.23,6296,1280
Kepler-283 c,92.743711,19.57424999978807,47.83899999989404,Kepler-283,,4351,
HAT-P-30 b,2.810595,8.263326667149862,5.836750000052982,HAT-P-30,1.242,6304,193
Kepler-430 c,110.979,19.52058000008265,49.57916666666667,Kepler-430,1.166,5884,
Kepler-1360 b,40.5286413,20.0229388888677,45.62322222232819,Kepler-1360,1.51,6778,1405
Kepler-901 b,3.51749439,19.41019722196791,40.8875,Kepler-901,0.59,4184,241
Kepler-251 d,30.133001,19.77108055565092,44.10586111121707,Kepler-251,,5526,
Kepler-234 b,2.711506,19.44356944402059,38.49466111077203,Kepler-234,,6224,
Kepler-37 b,13.367308,18.93730722215441,44.51813888894187,Kepler-37,0.803,5417,66
Kepler-392 c,10.423118,19.24405000050863,43.36808055559794,Kepler-392,,5938,
HD 8535 b,1313,1.393663888507419,-41.26963055557675,HD 8535,1.13,6136,52.5486
Kepler-1619 b,23.6225913,19.04689722273085,44.42200000021192,Kepler-1619,1,5852,520
Kepler-1473 b,14.4273551,19.37577222188314,48.99608333375719,Kepler-1473,1.09,6046,625
HAT-P-28 b,3.257215,0.8667183333345586,34.72838888910082,HAT-P-28,1.025,5680,394.999
Kepler-474 b,5.66067294,19.48809999995762,43.88116666687859,Kepler-474,0.99,5785,568
Kepler-349 c,12.247629,19.5784305551317,44.61558055559794,Kepler-349,,5956,
HD 4203 b,431.88,0.7447555552588568,20.44922777811686,HD 4203,1.13,5701.69,77.2201
Kepler-553 c,328.2399546,19.90338888883591,48.33244444423252,Kepler-553,0.92,5266,725
Kepler-331 d,32.134328,19.45561944431729,39.30736111111111,Kepler-331,,4347,
HD 102956 b,6.4948,11.85625555568271,57.64077777756585,HD 102956,1.68,5054,126.263
WTS-2 b,1.0187074,19.5821863884396,36.81527777777777,WTS-2,0.82,5000,1000
Kepler-362 c,37.866281,19.4514388888412,47.52989999983046,Kepler-362,,5788,
Kepler-1147 b,10.62784997,19.50316944440206,41.64294444402059,Kepler-1147,1.09,5941,1476
Kepler-186 e,22.407793,19.91018055597941,43.95501944435968,Kepler-186,0.478,3788,151
Kepler-321 c,13.093921,19.63026111072964,44.14596944491068,Kepler-321,,5740,
Kepler-1083 b,33.4177993,18.87746388859219,45.19830555597941,Kepler-1083,0.81,5049,912
Kepler-376 c,14.172327,19.4404805554284,38.41038888931274,Kepler-376,,5900,
Kepler-1589 b,0.99166527,19.62945277743869,40.57169444455041,Kepler-1589,1.18,6166,1418
Fomalhaut b,318498,22.96078611161974,-29.62183611128065,Fomalhaut,1.92,8590,7.704
GJ 176 b,8.7832,4.715380555258857,18.96088055504693,GJ 176,0.49,,9.27386
Kepler-873 b,20.5533844,19.76021388901605,51.2713333331214,Kepler-873,1.18,6163,1397
HD 23079 b,730.6,3.662022221883138,-52.91561388863457,HD 23079,1.012,5927.07,33.8868
HD 178911 B b,71.484,19.1508499999841,34.59936944431729,HD 178911 B,1.06421,5667.87,42.5894
WASP-58 b,5.01718,18.31340305540297,45.17197222232819,WASP-58,0.94,5800,300
Kepler-506 b,6.8834055,18.97567777739631,40.71983333322737,Kepler-506,1.19,6236,231
Kepler-1571 b,3.38555488,20.06236111111111,45.5965555551317,Kepler-1571,1.23,6297,802
Kepler-543 b,13.89961966,19.14791388935513,38.8625,Kepler-543,0.7,4671,212
Kepler-1535 b,138.9442,19.10758055580987,38.89197222232819,Kepler-1535,1.08,6021,879
Kepler-1030 b,19.32952416,19.57879444440206,45.8175555555688,Kepler-1030,0.8,4983,795
Kepler-244 c,9.767292,19.14951111157735,42.30136944439676,Kepler-244,,5554,
Kepler-245 e,3.21982106,19.44259722179837,42.43630555550257,Kepler-245,0.8,5100,0
Kepler-1067 b,0.76212926,19.02582777765062,45.0490555551317,Kepler-1067,0.95,5592,689
Kepler-354 b,5.47666,19.05010000000398,41.33563888894187,Kepler-354,,4648,
Kepler-1203 b,0.58800076,19.51822500003709,44.17813888867696,Kepler-1203,0.64,4105,269
Kepler-278 b,30.160546,19.3404805554284,38.70223055548139,Kepler-278,,4991,
HD 162020 b,8.428198,17.84398333337572,-40.31828888893128,HD 162020,0.8,4844.67,29.4291
Kepler-809 b,55.63934,19.27224166658189,48.01813888894187,Kepler-809,0.99,5734,933
Kepler-1468 b,8.23984869,19.56798888895247,41.27741666687859,Kepler-1468,1.04,5893,1130
Kepler-1368 b,0.67564949,19.65113333331214,41.64466666645474,Kepler-1368,1.07,5906,1750
Kepler-183 b,5.687945,19.56871944440736,39.31588888910081,Kepler-183,,5888,
Kepler-1392 b,15.1410397,19.25113055560324,46.39441666709052,Kepler-1392,0.88,5479,1117
MOA-bin-1L b,,17.85277777777778,-29.79388888888889,MOA-bin-1L,0.75,,5100
Kepler-1556 b,8.82713457,19.22646666632758,40.21319444444445,Kepler-1556,0.97,5608,1060
Kepler-944 b,43.3167737,19.57341666645474,42.37974999957615,Kepler-944,0.86,5409,1035
Kepler-1110 b,9.69312032,19.45386944452921,38.62269444465637,Kepler-1110,0.73,4781,726
Kepler-210 c,7.972513,19.50023055555092,43.08315000004239,Kepler-210,,4559,
Kepler-437 b,66.65062,19.82315944459703,44.02694722175598,Kepler-437,0.707,4551,417
Kepler-184 d,29.022358,19.4634611108568,43.0747111108568,Kepler-184,,5788,
HD 168746 b,6.404,18.36383333312141,-11.92251388867696,HD 168746,0.916,5563.62,42.735
GJ 876 c,30.0881,22.88782222217984,-14.26205833329095,GJ 876,0.32,,4.68867
Kepler-1164 b,3.97599768,19.16864166670376,38.89450000021193,Kepler-1164,0.85,5183,447
Kepler-958 b,9.7678805,19.15044444445106,46.06677777777944,Kepler-958,0.91,5421,467
Kepler-20 c,10.854092,19.17986777729458,42.33869444423252,Kepler-20,0.912,5466,290
Kepler-712 c,226.89047,19.66065000004238,42.93525000002649,Kepler-712,0.84,5148,944
Kepler-47 b,49.514,19.68652777777778,46.92044444455041,Kepler-47,1.043,5636,
Kepler-580 b,8.22241966,18.89998888863457,40.55280555566151,Kepler-580,0.67,4298,333
Kepler-296 b,3.621457,19.10266944434908,49.43733055565092,Kepler-296,,4249,
Kepler-755 b,1.26909037,19.79073333316379,41.09733333375719,Kepler-755,0.82,5043,368
Kepler-402 b,4.028751,19.22468055566152,43.35461111121707,Kepler-402,,6090,
Kepler-260 b,8.187399,19.4617305554284,38.01411944495307,Kepler-260,,5250,
Kepler-255 c,9.946047,19.73761944452922,45.97683888859219,Kepler-255,,5573,
Kepler-750 b,9.42887179,19.273125,44.00438888894187,Kepler-750,1.15,6160,1181
HD 215497 b,3.93404,22.77689166704814,-56.59938611136543,HD 215497,0.872,5113,43.592
Kepler-1221 b,12.00096042,19.05482222239176,45.71188888867697,Kepler-1221,0.87,5194,909
Kepler-62 f,267.291,18.88084972169664,45.34986111111111,Kepler-62,0.69,4925,368
Kepler-1160 b,7.97034958,19.19195833312141,43.36408333354526,Kepler-1160,0.92,5519,1293
HATS-5 b,4.763387,4.481519444783529,-21.48191666709052,HATS-5,0.936,5304,257
HD 154345 b,3341.5588,17.04341666645474,47.0798027780321,HD 154345,0.893,5468.12,18.5874
Kepler-60 c,8.9193459,19.26408277829488,42.265,Kepler-60,1.11,5915,
Kepler-1031 b,1.22621732,19.73931666692098,48.95538888878293,Kepler-1031,1.09,6011,741
Kepler-523 b,5.83598311,18.93740833335453,45.50686111132304,Kepler-523,0.93,5515,270
Kepler-395 c,34.989262,19.56741111112965,45.13658888896306,Kepler-395,,4262,
HD 217107 b,7.1268163,22.97098333332274,-2.395347222222222,HD 217107,1.108,5704.36,19.857
Kepler-1550 b,225.582809,19.18430277778043,38.2946944448683,Kepler-1550,1.07,5991,1202
Kepler-431 c,8.703,18.74080555544959,43.22777777777778,Kepler-431,1.071,6004,
mu Ara c,4205.8,17.73575555562973,-51.83358888889353,mu Ara,1.147,5784.28,15.5111
HD 7199 b,615,1.179738889270359,-66.18786388874054,HD 7199,0.89,5386,35.8809
Kepler-887 c,7.63846023,19.33938611136542,39.81700000001325,Kepler-887,1.19,6194,831
Kepler-233 c,60.418955,19.75776944425371,51.3195194445716,Kepler-233,,5360,
GJ 433 b,7.3709,11.59083333333333,-32.53790000014835,GJ 433,0.48,3600,8.88257
Kepler-1301 b,9.08237046,19.10694444444444,42.44030555566152,Kepler-1301,0.85,5188,816
Kepler-1350 c,1.76678906,19.21670555555572,46.67961111068725,Kepler-1350,0.55,3827,350
HD 159243 b,12.62,17.55599444442325,5.700677777793673,HD 159243,1.125,6123,69.2
Kepler-327 d,13.969457,19.50948888884651,44.08766944434908,Kepler-327,,3799,
HAT-P-31 b,5.005425,18.10251472234726,26.42663888931274,HAT-P-31,1.218,6065,354
Kepler-878 b,25.9422033,19.01974722226461,46.60344444433848,Kepler-878,0.81,5044,567
OGLE-TR-113 b,1.4324757,10.87344444433848,-61.44680555555555,OGLE-TR-113,0.779,4790,600
Kepler-356 c,13.121632,19.49473888927036,37.6828194448683,Kepler-356,,6133,
Kepler-41 b,1.855558,19.63421527776453,45.98163888931275,Kepler-41,0.94,5660,729.927
Kepler-798 b,13.71933369,19.49854722234938,42.1422777779897,Kepler-798,1.19,6224,1085
Kepler-825 b,3.77360059,19.65132777783606,39.39852777798971,Kepler-825,1.03,5976,820
Kepler-473 b,14.55731705,19.10867222203149,38.94561111132303,Kepler-473,1.06,5816,641
Kepler-270 b,11.476094,18.81333888901604,44.42230000019073,Kepler-270,,6067,
HD 285507 b,6.0881,4.116986111104488,15.33507777783606,HD 285507,0.734,4503,41.34
Kepler-1307 b,18.01621096,19.52465555561913,46.74186111132304,Kepler-1307,1.06,5884,1396
Kepler-1573 b,2.6157554,19.53255555576748,49.48497222224871,Kepler-1573,1.01,5808,1180
HD 40307 d,20.46,5.901194444497427,-60.02332499980926,HD 40307,0.74,4977,12.9955
Kepler-590 b,5.85296257,19.75903611077203,48.2334444444461,Kepler-590,1.1,6000,986
Kepler-1220 b,7.42693741,19.80469166649712,42.97775000042386,Kepler-1220,1,5842,958
Kepler-849 b,394.6244904,19.39011944452922,48.5213333331214,Kepler-849,1.23,6059,747
HD 290327 b,2443,5.389316666920981,-2.27738333384196,HD 290327,0.9,5552,56.6572
Kepler-438 b,35.23319,18.77638611157735,41.95109166668522,Kepler-438,0.544,3748,145
Kepler-1315 b,0.84338011,19.72143055544959,46.05302777767181,Kepler-1315,0.8,4861,505
GJ 876 e,124.26,22.88782222217984,-14.26205833329095,GJ 876,0.32,,4.68867
Kepler-1413 b,13.1829642,19.62277777777778,46.49877777735392,Kepler-1413,0.84,5196,1162
Kepler-1604 b,0.68368426,19.02737499978807,44.41222222222222,Kepler-1604,0.81,4976,562
Kepler-1471 b,3.63899398,19.3109916665819,50.02005555550257,Kepler-1471,0.95,5660,1059
Kepler-1445 b,10.60052251,18.68329722192552,43.91505555576748,Kepler-1445,1.13,6150,482
Kepler-1020 b,96.9151496,19.51150277773539,46.3774166668786,Kepler-1020,0.87,5227,446
Kepler-572 b,17.20523483,19.41473888927036,50.58130555576749,Kepler-572,0.83,5212,532
Kepler-1598 b,4.34195123,19.23127222273085,46.78366666667991,Kepler-1598,1.07,5940,734
Kepler-1187 b,18.87064068,19.12613333384196,38.31855555560854,Kepler-1187,1.06,5975,1029
Kepler-949 b,8.6893073,19.90719166649712,46.45369444449743,Kepler-949,0.89,5403,572
HD 169830 c,2102,18.46374444431729,-29.8169027777844,HD 169830,1.407,6221.43,36.6032
Kepler-608 b,6.41251504,19.59219444433848,44.6380833334393,Kepler-608,1,5820,926
47 UMa c,2391,10.99117222203149,40.43012222184075,47 UMa,1.063,5882.31,14.0627
Kepler-85 b,8.306,19.39822777748108,45.29030555566152,Kepler-85,0.92,5497,
Kepler-880 b,7.71468975,18.79808333290948,43.67277777777777,Kepler-880,1.46,6761,673
Kepler-1343 b,3.35183158,19.61963611099455,50.72538888878293,Kepler-1343,0.95,5759,1307
Kepler-575 b,9.37891944,19.13092500050863,37.8296944448683,Kepler-575,0.97,5710,852
Kepler-313 c,32.273273,19.88633055554496,48.77546111106872,Kepler-313,,5727,
Kepler-199 b,23.637604,19.70396111117469,40.23626944435967,Kepler-199,,5644,
Kepler-172 b,2.940309,18.89123055564033,41.82186111132305,Kepler-172,,5526,
Kepler-223 d,14.788759,19.88788888878292,47.2794888888465,Kepler-223,,5829,
Kepler-431 d,11.922,18.74080555544959,43.22777777777778,Kepler-431,1.071,6004,
Kepler-917 b,2.97041437,19.93675000005298,47.94927777820163,Kepler-917,0.8,5418,1027
Kepler-1072 b,1.5690665,19.46962499989403,46.32902777777778,Kepler-1072,1.2,6199,976
Kepler-360 b,3.289672,19.08565000004238,44.78155000050862,Kepler-360,,6053,
Kepler-1212 b,12.94130146,19.79022777769301,50.03736111111111,Kepler-1212,1.1,6051,1304
Kepler-246 b,4.60182,19.76556111123827,42.6634305551317,Kepler-246,,5206,
Kepler-347 b,12.79836,19.2799694442749,49.30571944448683,Kepler-347,,6088,
HD 63765 b,358,7.797102777693007,-54.26346666653951,HD 63765,0.865,5432,33.2557
Kepler-217 c,8.586004,19.53585000011656,46.27751944435967,Kepler-217,,6171,
HD 85390 b,788,9.834019444452393,-49.79012222237057,HD 85390,0.76,5186,32.3729
Kepler-1590 b,7.61760804,19.42718611081441,48.01788888891538,Kepler-1590,1.11,6053,900
Kepler-1498 b,48.051405,18.98520833333333,44.91677777777943,Kepler-1498,0.86,5256,740
Kepler-401 c,47.318218,19.33885000016954,50.86348055521647,Kepler-401,,6117,
Kepler-299 c,6.885875,18.88046111106873,48.58049999978807,Kepler-299,,5617,
Kepler-1176 b,24.1738579,19.86131388876174,45.27416666666667,Kepler-1176,1.01,5844,1023
HAT-P-57 b,2.465295,18.31622916645474,10.59722222222222,HAT-P-57,1.47,7500,303
Kepler-525 b,18.68404933,19.74556111123827,47.35875,Kepler-525,0.95,5573,566
Kepler-112 b,8.408878,19.79873055564033,43.20974999957615,Kepler-112,,5544,
Kepler-1326 b,42.3514267,19.74814166704814,39.26894444439146,Kepler-1326,1.45,6725,910
Kepler-748 b,7.40742793,19.48419444441796,37.23699999994702,Kepler-748,1.07,5934,1271
Kepler-155 c,52.661793,19.23306111123827,51.08193888876173,Kepler-155,,4508,
Kepler-271 c,7.410935,18.8668611111078,44.28423055556085,Kepler-271,,5524,
Kepler-961 b,16.87727414,18.80236666679382,43.63127777735392,Kepler-961,0.96,5582,607
Kepler-241 c,36.065978,19.52753888871935,41.06091944482591,Kepler-241,,4699,
Kepler-492 b,11.72012266,19.69977777798971,42.53788888878292,Kepler-492,0.94,5527,642
WASP-77 A b,1.3600309,2.477008055580987,-7.060666667090522,WASP-77 A,1.002,5500,93
Kepler-164 c,10.945723,19.18538888891538,47.62991111119588,Kepler-164,,5888,
Kepler-371 b,34.763278,19.48843055566152,38.65758055580987,Kepler-371,,5666,
Kepler-548 b,4.45419434,19.99372777726915,45.43966666645473,Kepler-548,0.93,5535,776
55 Cnc e,0.736546,8.876702778074478,28.33138888888889,55 Cnc,0.905,5196,12.3411
HIP 57274 d,431.7,11.74471666653951,30.96021944469876,HIP 57274,0.73,4640,25.9202
Kepler-1254 d,5.72717226,19.0115555551317,48.77005555550257,Kepler-1254,0.78,4985,676
HD 221287 b,456.10001,23.52226111094157,-58.20971944491069,HD 221287,1.25,6304,55.2792
KOI-13 b,1.76358799,19.13141861067878,46.86830555558205,KOI-13,1.72,7650,
Kepler-1017 b,7.23400469,18.89795833375719,40.13261111153496,Kepler-1017,0.93,5473,554
Kepler-1100 b,6.42200058,19.45809166643355,44.08738888899485,Kepler-1100,1.21,6247,940
Kepler-1050 b,15.3787546,18.86166666666667,48.62638888888889,Kepler-1050,1.09,6010,555
Kepler-1460 b,29.9633247,19.03718611107932,44.01077777756585,Kepler-1460,0.7,4422,574
Kepler-1310 b,0.67933627,18.92800277815925,40.74011111100515,Kepler-1310,0.91,5549,583
HD 192699 b,345.53,20.26834166672495,4.580919444825914,HD 192699,1.58,5141,65.6168
Kepler-178 d,96.678988,19.14006944444444,46.89648055606418,Kepler-178,,5676,
Kepler-1371 c,2.00541269,19.25542500019073,47.55199999994701,Kepler-1371,0.87,5361,450
Kepler-1090 b,198.680179,19.71085833337572,44.52583333333333,Kepler-1090,0.86,5321,702
Kepler-312 b,1.772419,19.89304999987284,42.45974999957615,Kepler-312,,6115,
Kepler-164 b,5.03503,19.18538888891538,47.62991111119588,Kepler-164,,5888,
Kepler-1557 b,3.74032496,19.59209444469876,46.83888888888889,Kepler-1557,1.11,6099,1532
Kepler-341 b,5.195528,19.32411111089918,43.47276944425371,Kepler-341,,6012,
Kepler-311 c,19.738286,18.80408888896307,47.08548888895247,Kepler-311,,5905,
Kepler-1509 b,25.4338197,18.9198555554284,46.93099999957614,Kepler-1509,1,5780,1277
HD 181342 b,663,19.35118333339691,-23.61949722210566,HD 181342,1.7,4965,110.619
WASP-8 b,8.158715,23.99335222244263,-35.0313333331214,WASP-8,1.03,5600,86.9996
HD 131496 b,883,14.88972222222222,18.23548888895247,HD 131496,1.61,4927,110
Kepler-154 c,62.303276,19.31870000004768,49.89653055508931,Kepler-154,,5690,
Kepler-334 c,12.758005,19.14271111064487,47.11518888897366,Kepler-334,,5828,
Kepler-911 b,20.310501,19.90594444433848,40.75069444444444,Kepler-911,1.34,6112,567
Kepler-372 c,20.053763,19.4170805555582,49.25895000033908,Kepler-372,,6509,
Kepler-127 b,14.435889,19.01266944461399,46.02796111106873,Kepler-127,,6106,
HD 44219 b,472.3,6.337299999925825,-10.7249694442749,HD 44219,1,5752,50.4286
75 Cet b,691.9,2.535955555438995,-1.034816666709052,75 Cet,2.15,4904,81.4332
Kepler-27 b,15.3348,19.48245138910081,41.08586111121708,Kepler-27,0.65,5400,
Kepler-210 b,2.453234,19.50023055555092,43.08315000004239,Kepler-210,,4559,
Kepler-40 b,6.87349,19.78757916662428,47.52652777777778,Kepler-40,1.48,6510,2700
Kepler-171 c,11.463462,19.78478888882531,41.75553888903724,Kepler-171,,5642,
Kepler-298 c,22.92881,18.86931944449743,48.82536111089919,Kepler-298,,4465,
Kepler-331 c,17.28111,19.45561944431729,39.30736111111111,Kepler-331,,4347,
Kepler-1538 b,175.138819,18.88971388869815,45.27444444444444,Kepler-1538,1.03,5837,1291
Kepler-576 b,29.91136794,19.67886111153497,38.65422222216924,Kepler-576,0.99,5672,698
Kepler-479 b,12.49341307,19.40145555549197,37.76980555560854,Kepler-479,0.86,5247,371
Kepler-915 b,4.59489604,19.37280555566152,45.73713888883591,Kepler-915,1.21,6173,806
HD 220074 b,672.1,23.33732499996821,61.97014166673025,HD 220074,1.2,3935,324.675
Kepler-133 b,8.129976,19.81853055556615,48.320330555439,Kepler-133,,5736,
Kepler-1185 b,104.3518976,19.14941111140781,39.33275000042386,Kepler-1185,0.96,5622,296
Kepler-788 b,8.39846269,19.33336111111153,38.53988888899485,Kepler-788,1.16,6159,1649
WASP-89 b,3.3564227,20.92666111098396,-18.97113888899485,WASP-89,0.92,4955,
HAT-P-39 b,3.54387,7.583883055547873,17.8300833331214,HAT-P-39,1.404,6430,642
WASP-26 b,2.7566,0.3068613889482286,-15.26730555554231,WASP-26,1.12,5059,250
Kepler-751 b,17.44490636,19.65625555568271,44.07769444465637,Kepler-751,0.87,5387,748
WASP-71 b,2.9036747,1.950891111095746,0.7588055557674832,WASP-71,1.572,6050,200
HIP 2247 b,655.6,0.4762555556827122,-16.22578888893127,HIP 2247,0.74,4714,35.7015
GJ 876 d,1.93778,22.88782222217984,-14.26205833329095,GJ 876,0.32,,4.68867
Kepler-312 c,19.747412,19.89304999987284,42.45974999957615,Kepler-312,,6115,
OGLE-TR-56 b,1.211909,17.94319722175598,-29.53922222243415,OGLE-TR-56,1.228,6050,1500
Kepler-697 b,3.70987065,18.9242916668786,41.34644444465638,Kepler-697,0.92,5513,1091
Kepler-826 b,4.48758907,18.99067500008477,39.24055555555556,Kepler-826,1.05,6079,649
Kepler-235 c,7.824904,19.07193888876173,39.27831944465637,Kepler-235,,4255,
Kepler-1591 b,8.18504949,19.76777777777778,44.60861111111111,Kepler-1591,1.1,6082,1090
Kepler-146 c,76.732171,19.60738055547079,38.71023055606418,Kepler-146,,5948,
Kepler-1633 b,186.404271,19.23434722224872,44.92322222232819,Kepler-1633,1.2,6256,811
Kepler-903 b,10.3507721,19.2513999999894,40.66416666666667,Kepler-903,0.98,5682,829
Kepler-372 d,30.092568,19.4170805555582,49.25895000033908,Kepler-372,,6509,
Kepler-156 b,4.973456,19.35309999995762,37.74948888884651,Kepler-156,,5094,
HD 38529 b,14.310195,5.776377777523464,1.168538888825311,HD 38529,1.34,5674,39.2773
Kepler-393 c,14.613612,19.3996805551317,45.1922111108568,Kepler-393,,6189,
Kepler-136 c,16.399235,19.7644888888465,42.59878888871935,Kepler-136,,6165,
Kepler-1353 b,24.7543966,19.71568888876173,42.57625,Kepler-1353,0.76,4776,596
Kepler-436 b,64.00205,20.11472222222222,44.41205555597941,Kepler-436,0.729,4651,618
Kepler-1595 b,4.56380468,19.04818055576748,43.00947222179837,Kepler-1595,0.84,5203,841
Kepler-1593 b,174.509835,20.03254444440206,44.46066666709052,Kepler-1593,0.81,4995,755
WASP-82 b,2.705785,4.844044444825914,1.893916666242811,WASP-82,1.64,6480,200
Kepler-1219 b,16.10467749,19.81438611136543,47.3785277779897,Kepler-1219,1.25,5944,622
Kepler-737 b,28.59915399,19.45752222220103,46.42924999978807,Kepler-737,0.51,3813,195
Kepler-948 b,7.76846622,19.55335000011656,41.52333333333333,Kepler-948,0.96,5679,884
Kepler-1021 b,13.47469571,19.68032777786255,42.5596944448683,Kepler-1021,0.89,5431,837
Kepler-866 b,2.61703254,19.34148888905843,43.08555555555556,Kepler-866,0.75,4751,690
BD +20 2457 c,621.99,10.27912861082289,19.89136111100515,BD +20 2457,1.06,4259,424.628
Kepler-497 b,3.57320367,19.38439166665077,38.92794444402059,Kepler-497,1.09,5834,1070
Kepler-1344 b,4.7683049,19.1390861108568,46.9458055559794,Kepler-1344,1.09,5981,851
Kepler-1388 d,20.9568158,18.88906944433848,47.17452777756585,Kepler-1388,0.63,4098,492
Kepler-144 b,5.885273,18.79438055568271,42.7755111111535,Kepler-144,,6075,
HD 22781 b,528.07,3.680416666666666,31.82651944478353,HD 22781,0.75,5027,32.7761
Kepler-1253 b,68.8861915,18.92567500008477,47.63722222222222,Kepler-1253,0.97,5850,390
Kepler-208 d,11.131786,19.59268055597941,42.52796944406298,Kepler-208,,6092,
Kepler-286 e,29.221289,19.37841111077203,48.29428888850742,Kepler-286,,5580,
Kepler-351 b,37.054919,19.09684999995761,42.65788055578867,Kepler-351,,5643,
HD 120084 b,2082,13.71093888918559,78.06432499991523,HD 120084,2.39,4892,97.6562
HD 95127 b,482,10.99308333290948,43.81449166615804,HD 95127,1.2,4218,326.797
MOA-2009-BLG-266L b,,17.80166666666667,-35.00527777777778,MOA-2009-BLG-266L,0.56,,3040
Kepler-755 c,2.85313364,19.79073333316379,41.09733333375719,Kepler-755,0.82,5043,368
Kepler-1578 b,1.45088691,19.22013333320617,47.77555555555556,Kepler-1578,0.9,5545,1016
Kepler-89 d,23.342989,19.82220388889313,41.89111111111111,Kepler-89,1.277,6182,
Kepler-387 b,6.791636,19.18654999997881,45.65671111106872,Kepler-387,,5774,
HD 20868 b,380.85,3.345136111577352,-33.7303361108568,HD 20868,0.78,4795,46.2107
Kepler-854 b,2.14463285,19.55675277762943,43.13463888883591,Kepler-854,1.17,6179,741
HAT-P-9 b,3.92289,7.344577500025431,37.1405833334393,HAT-P-9,1.28,6350,480.769
Kepler-410 A b,17.833648,18.8767119439443,45.13980555534363,Kepler-410 A,1.214,,132
Kepler-33 e,31.7844,19.27183666653103,46.00519444465638,Kepler-33,1.291,5904,
Kepler-1527 b,160.129918,19.82762777752346,46.06080555597941,Kepler-1527,1.21,6224,1560
Kepler-1093 b,25.0824626,18.99853333367242,41.42016666677263,Kepler-1093,1.13,6166,848
Kepler-1024 b,66.4162133,19.46340000046624,38.25169444441795,Kepler-1024,0.81,5143,1017
Kepler-1271 b,3.0255955,19.08961944421132,37.41197222179837,Kepler-1271,1.13,6143,885
Kepler-216 c,17.406669,19.58186944431729,46.12914999961853,Kepler-216,,6091,
Kepler-365 c,17.784129,19.70843888865577,49.13043055534363,Kepler-365,,6012,
Kepler-1488 b,39.8189932,19.10976111094157,49.93777777777778,Kepler-1488,1.05,5820,618
Kepler-19 b,9.2869944,19.36138944413927,37.85177777780427,Kepler-19,0.936,5541,
Kepler-130 b,8.457458,19.23003888871935,40.24533055517409,Kepler-130,,5884,
Kepler-160 c,13.699087,19.18489999996291,42.86928055551317,Kepler-160,,5857,
Kepler-598 b,3.70175428,19.54156111134423,40.93477777772479,Kepler-598,0.87,5307,686
Kepler-207 c,3.071571,19.33536944442325,42.16604999966091,Kepler-207,,5920,
